Crash_Severity,Crash_Year,Crash_Month,Crash_Day_Of_Week,Crash_Hour,Crash_Nature,Crash_Type,Crash_Longitude,Crash_Latitude,Crash_Street,Crash_Street_Intersecting,State_Road_Name,Loc_Suburb,Loc_Local_Government_Area,Loc_Post_Code,Loc_Police_Division,Loc_Police_District,Loc_Police_Region,Loc_Queensland_Transport_Region,Loc_Main_Roads_Region,Loc_ABS_Statistical_Area_2,Loc_ABS_Statistical_Area_3,Loc_ABS_Statistical_Area_4,Loc_ABS_Remoteness,Loc_State_Electorate,Loc_Federal_Electorate,Crash_Controlling_Authority,Crash_Roadway_Feature,Crash_Traffic_Control,Crash_Speed_Limit,Crash_Road_Surface_Condition,Crash_Atmospheric_Condition,Crash_Lighting_Condition,Crash_Road_Horiz_Align,Crash_Road_Vert_Align,Crash_DCA_Code,Crash_DCA_Description,Crash_DCA_Group_Description,DCA_Key_Approach_Dir,Count_Casualty_Fatality,Count_Casualty_Hospitalised,Count_Casualty_MedicallyTreated,Count_Casualty_MinorInjury,Count_Casualty_Total,Count_Unit_Car,Count_Unit_Motorcycle_Moped,Count_Unit_Truck,Count_Unit_Bus,Count_Unit_Bicycle,Count_Unit_Pedestrian,Count_Unit_Other,
168094,Hospitalisation,2021,February,Sunday,11,Fall from vehicle,Single Vehicle,152.737444,-28.32270642,Mt Lindesay Hwy,,Mount Lindesay Highway (Beaudesert - Border),Mount Lindesay,Scenic Rim Region,4287,Rathdowney,Logan,South Eastern,SEQ South,South Coast,Beaudesert,Beaudesert,Logan - Beaudesert,Inner Regional,Scenic Rim,Wright,State-controlled,No Roadway Feature,No traffic control,80 - 90 km/h,Sealed - Dry,Clear,Daylight,Curved - view obscured,Grade,805,Off Path-Curve: Out Of Control On Cway,Out of control on curve,S,0,1,0,0,1,0,1,0,0,0,0,0
168095,Medical treatment,2021,March,Tuesday,17,Overturned,Single Vehicle,152.908559,-28.16932244,Oaky Creek Rd,,,Innisplain,Scenic Rim Region,4285,Rathdowney,Logan,South Eastern,SEQ South,South Coast,Beaudesert,Beaudesert,Logan - Beaudesert,Inner Regional,Scenic Rim,Wright,Locally-controlled,Intersection - T-Junction,No traffic control,80 - 90 km/h,Sealed - Dry,Clear,Daylight,Curved - view open,Dip,802,Off Path-Curve: Off Cway Left Bend,Off carriageway on curve,W,0,0,3,0,3,1,0,0,0,0,0,0
168096,Hospitalisation,2021,March,Wednesday,16,Hit object,Single Vehicle,152.886637,-28.11293444,Kooralbyn Rd,,,Laravale,Scenic Rim Region,4285,Beaudesert,Logan,South Eastern,SEQ South,South Coast,Beaudesert,Beaudesert,Logan - Beaudesert,Inner Regional,Scenic Rim,Wright,Locally-controlled,No Roadway Feature,No traffic control,80 - 90 km/h,Sealed - Wet,Raining,Dawn/Dusk,Curved - view obscured,Grade,804,Off Path-Curve: Off Cway Lt Bend Hit Obj,Off carriageway on curve hit object,S,0,1,0,0,1,1,0,0,0,0,0,0
168097,Hospitalisation,2021,March,Sunday,10,Fall from vehicle,Single Vehicle,152.904061,-28.16436544,Mt Lindesay Hwy,,Mount Lindesay Highway (Beaudesert - Border),Innisplain,Scenic Rim Region,4285,Rathdowney,Logan,South Eastern,SEQ South,South Coast,Beaudesert,Beaudesert,Logan - Beaudesert,Inner Regional,Scenic Rim,Wright,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,502,Veh'S Overtaking: Out Of Control,Off carriageway on straight,N,0,1,0,0,1,0,1,0,0,0,0,0
168098,Hospitalisation,2021,April,Sunday,17,Hit object,Single Vehicle,152.9221878,-28.31818858,Running Creek Rd,,Running Creek Road,Running Creek,Scenic Rim Region,4287,Rathdowney,Logan,South Eastern,SEQ South,South Coast,Beaudesert,Beaudesert,Logan - Beaudesert,Inner Regional,Scenic Rim,Wright,State-controlled,Bridge/Causeway,No traffic control,60 km/h,Sealed - Wet,Raining,Dawn/Dusk,Curved - view obscured,Dip,804,Off Path-Curve: Off Cway Lt Bend Hit Obj,Off carriageway on curve hit object,N,0,1,0,0,1,1,0,0,0,0,0,0
168099,Hospitalisation,2021,May,Saturday,14,Head-on,Multi-Vehicle,152.9242749,-28.31924444,Running Creek Rd,,Running Creek Road,Running Creek,Scenic Rim Region,4287,Rathdowney,Logan,South Eastern,SEQ South,South Coast,Beaudesert,Beaudesert,Logan - Beaudesert,Inner Regional,Scenic Rim,Wright,State-controlled,No Roadway Feature,No traffic control,80 - 90 km/h,Sealed - Dry,Clear,Daylight,Curved - view obscured,Level,201,Veh'S Opposite Approach: Head On,Head-on,S,0,1,0,0,1,1,1,0,0,0,0,0
168100,Hospitalisation,2021,May,Sunday,9,Sideswipe,Multi-Vehicle,152.866563,-28.20256843,Mt Lindesay Hwy,,Mount Lindesay Highway (Beaudesert - Border),Rathdowney,Scenic Rim Region,4287,Rathdowney,Logan,South Eastern,SEQ South,South Coast,Beaudesert,Beaudesert,Logan - Beaudesert,Inner Regional,Scenic Rim,Wright,State-controlled,No Roadway Feature,No traffic control,80 - 90 km/h,Sealed - Dry,Clear,Daylight,Curved - view obscured,Grade,201,Veh'S Opposite Approach: Head On,Head-on,S,0,1,0,0,1,2,1,0,0,0,0,0
200200,Minor injury,2021,January,Monday,16,Hit object,Single Vehicle,152.4423274,-24.84609537,Windermere Rd,,,Windermere,Bundaberg Region,4670,Bargara,Wide Bay Burnett,North Coast,Southern,Southern Queensland,Bargara - Burnett Heads,Bundaberg,Wide Bay,Inner Regional,Burnett,Hinkler,Locally-controlled,No Roadway Feature,No traffic control,80 - 90 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,703,Off Path-Straight: Left Off Cway Hit Obj,Off carriageway on straight hit object,W,0,0,0,1,1,1,0,0,0,0,0,0
200201,Hospitalisation,2021,January,Tuesday,13,Hit object,Single Vehicle,152.4306096,-24.82916348,Bargara Rd,,Bundaberg - Bargara Road,Qunaba,Bundaberg Region,4670,Bargara,Wide Bay Burnett,North Coast,Southern,Southern Queensland,Bargara - Burnett Heads,Bundaberg,Wide Bay,Inner Regional,Burnett,Hinkler,State-controlled,No Roadway Feature,No traffic control,80 - 90 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,704,Off Path-Straight:Right Off Cway Hit Obj,Off carriageway on straight hit object,E,0,2,0,0,2,1,0,0,0,0,0,0
200202,Minor injury,2021,January,Saturday,14,Hit object,Single Vehicle,152.4628254,-24.84872437,Back Windermere Rd,Rifle Range Rd,,Bargara,Bundaberg Region,4670,Bargara,Wide Bay Burnett,North Coast,Southern,Southern Queensland,Bargara - Burnett Heads,Bundaberg,Wide Bay,Inner Regional,Burnett,Hinkler,Locally-controlled,Intersection - Roundabout,Give way sign,60 km/h,Sealed - Dry,Clear,Daylight,Curved - view open,Level,804,Off Path-Curve: Off Cway Lt Bend Hit Obj,Off carriageway on curve hit object,S,0,0,0,1,1,1,0,0,0,0,0,0
200203,Medical treatment,2021,January,Tuesday,18,Hit object,Single Vehicle,152.4606094,-24.8091976,Esplanade,,,Bargara,Bundaberg Region,4670,Bargara,Wide Bay Burnett,North Coast,Southern,Southern Queensland,Bargara - Burnett Heads,Bundaberg,Wide Bay,Inner Regional,Burnett,Hinkler,Locally-controlled,No Roadway Feature,No traffic control,0 - 50 km/h,Sealed - Dry,Clear,Daylight,Curved - view open,Level,803,Off Path-Curve: Off Cway Rt Bend Hit Obj,Off carriageway on curve hit object,S,0,0,1,0,1,1,0,0,0,0,0,0
200204,Hospitalisation,2021,January,Tuesday,19,Hit object,Single Vehicle,152.4479794,-24.86756637,Elliott Heads Rd,School La,Elliott Heads Road,Woongarra,Bundaberg Region,4670,Bargara,Wide Bay Burnett,North Coast,Southern,Southern Queensland,Bargara - Burnett Heads,Bundaberg,Wide Bay,Inner Regional,Burnett,Hinkler,State-controlled,Intersection - Cross,Stop sign,80 - 90 km/h,Sealed - Dry,Clear,Darkness - Lighted,Curved - view open,Level,804,Off Path-Curve: Off Cway Lt Bend Hit Obj,Off carriageway on curve hit object,W,0,1,1,0,2,1,0,0,0,0,0,0
200205,Hospitalisation,2021,January,Thursday,16,Hit object,Single Vehicle,152.4411714,-24.82215437,Bargara Rd,,Bundaberg - Bargara Road,Qunaba,Bundaberg Region,4670,Bargara,Wide Bay Burnett,North Coast,Southern,Southern Queensland,Bargara - Burnett Heads,Bundaberg,Wide Bay,Inner Regional,Burnett,Hinkler,State-controlled,No Roadway Feature,No traffic control,80 - 90 km/h,Sealed - Dry,Clear,Daylight,Curved - view open,Level,803,Off Path-Curve: Off Cway Rt Bend Hit Obj,Off carriageway on curve hit object,E,0,1,0,0,1,1,0,0,0,0,0,0
200206,Hospitalisation,2021,February,Tuesday,0,Rear-end,Multi-Vehicle,152.4097524,-24.84162636,Bargara Rd,,Bundaberg - Bargara Road,Qunaba,Bundaberg Region,4670,Bundaberg,Wide Bay Burnett,North Coast,Southern,Southern Queensland,Bargara - Burnett Heads,Bundaberg,Wide Bay,Inner Regional,Burnett,Hinkler,State-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Darkness - Lighted,Straight,Level,301,Veh'S Same Direction: Rear End,Rear-end,S,0,1,0,0,1,1,0,1,0,0,0,0
200207,Hospitalisation,2021,February,Saturday,22,Hit object,Single Vehicle,152.4165494,-24.78094736,Burnett Heads Rd,,Burnett Heads Road,Burnett Heads,Bundaberg Region,4670,Bargara,Wide Bay Burnett,North Coast,Southern,Southern Queensland,Bargara - Burnett Heads,Bundaberg,Wide Bay,Inner Regional,Burnett,Hinkler,State-controlled,No Roadway Feature,No traffic control,80 - 90 km/h,Sealed - Wet,Clear,Darkness - Not lighted,Straight,Level,700,Off Path-Straight: Other,Other,S,0,1,0,0,1,1,0,0,0,0,0,0
200208,Hospitalisation,2021,March,Wednesday,9,Rear-end,Multi-Vehicle,152.4672634,-24.84918137,Rifle Range Rd,,,Bargara,Bundaberg Region,4670,Bargara,Wide Bay Burnett,North Coast,Southern,Southern Queensland,Bargara - Burnett Heads,Bundaberg,Wide Bay,Inner Regional,Burnett,Hinkler,Locally-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,302,Veh'S Same Direction: Left Rear,Rear-end,E,0,1,0,0,1,1,0,1,0,0,0,0
200209,Hospitalisation,2021,April,Thursday,5,Hit pedestrian,Hit pedestrian,152.4137722,-24.77491767,Burnett Heads Rd,,Burnett Heads Road,Burnett Heads,Bundaberg Region,4670,Bargara,Wide Bay Burnett,North Coast,Southern,Southern Queensland,Bargara - Burnett Heads,Bundaberg,Wide Bay,Inner Regional,Burnett,Hinkler,State-controlled,No Roadway Feature,No traffic control,80 - 90 km/h,Sealed - Dry,Fog,Dawn/Dusk,Curved - view open,Crest,301,Veh'S Same Direction: Rear End,Rear-end,S,0,1,0,0,1,1,0,0,0,1,0,0
200210,Hospitalisation,2021,May,Wednesday,20,Fall from vehicle,Single Vehicle,152.4430644,-24.82199237,Bargara Rd,Seaview Rd,Bundaberg - Bargara Road,Bargara,Bundaberg Region,4670,Bargara,Wide Bay Burnett,North Coast,Southern,Southern Queensland,Bargara - Burnett Heads,Bundaberg,Wide Bay,Inner Regional,Burnett,Hinkler,State-controlled,Intersection - T-Junction,No traffic control,80 - 90 km/h,Sealed - Dry,Clear,Darkness - Not lighted,Curved - view open,Level,901,Pass & Misc: Fell In/From Vehicle,Other,E,0,1,0,0,1,1,0,0,0,0,0,0
200211,Hospitalisation,2021,May,Saturday,15,Hit parked vehicle,Single Vehicle,152.4845694,-24.87832537,Bisdee St,,,Coral Cove,Bundaberg Region,4670,Bargara,Wide Bay Burnett,North Coast,Southern,Southern Queensland,Bargara - Burnett Heads,Bundaberg,Wide Bay,Inner Regional,Burnett,Hinkler,Locally-controlled,No Roadway Feature,No traffic control,0 - 50 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,601,Veh'S On Path: Parked,Hit parked vehicle,E,0,2,0,0,2,2,0,0,0,0,0,0
200212,Medical treatment,2021,May,Saturday,13,Hit object,Single Vehicle,152.4594394,-24.89527437,Elliott Heads Rd,,Elliott Heads Road,Elliott Heads,Bundaberg Region,4670,Bargara,Wide Bay Burnett,North Coast,Southern,Southern Queensland,Bargara - Burnett Heads,Bundaberg,Wide Bay,Inner Regional,Burnett,Hinkler,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Curved - view open,Level,803,Off Path-Curve: Off Cway Rt Bend Hit Obj,Off carriageway on curve hit object,W,0,0,1,0,1,0,1,0,0,0,0,0
200213,Hospitalisation,2021,May,Friday,12,Angle,Multi-Vehicle,152.4560354,-24.82668037,Hughes Rd,,,Bargara,Bundaberg Region,4670,Bargara,Wide Bay Burnett,North Coast,Southern,Southern Queensland,Bargara - Burnett Heads,Bundaberg,Wide Bay,Inner Regional,Burnett,Hinkler,Locally-controlled,No Roadway Feature,No traffic control,80 - 90 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,202,Veh'S Opposite Approach: Thru-Right,Opposing vehicles turning,E,0,2,0,0,2,3,0,0,0,0,0,0
200214,Hospitalisation,2021,June,Friday,18,Angle,Multi-Vehicle,152.4587274,-24.83000537,Causeway Dr,Hughes Rd,,Bargara,Bundaberg Region,4670,Bargara,Wide Bay Burnett,North Coast,Southern,Southern Queensland,Bargara - Burnett Heads,Bundaberg,Wide Bay,Inner Regional,Burnett,Hinkler,Locally-controlled,Intersection - Cross,Give way sign,80 - 90 km/h,Sealed - Dry,Clear,Darkness - Not lighted,Straight,Level,101,Veh'S Adjacent Approach: Thru-Thru,Intersection from adjacent approaches,W,0,2,0,0,2,3,0,0,0,0,0,0
200215,Hospitalisation,2021,June,Saturday,21,Hit object,Single Vehicle,152.4780244,-24.84057037,Woongarra Scenic Dr,,,Bargara,Bundaberg Region,4670,Bargara,Wide Bay Burnett,North Coast,Southern,Southern Queensland,Bargara - Burnett Heads,Bundaberg,Wide Bay,Inner Regional,Burnett,Hinkler,Locally-controlled,No Roadway Feature,No traffic control,0 - 50 km/h,Sealed - Dry,Clear,Darkness - Lighted,Curved - view open,Level,804,Off Path-Curve: Off Cway Lt Bend Hit Obj,Off carriageway on curve hit object,N,0,1,0,0,1,1,0,0,0,0,0,0
200436,Hospitalisation,2021,April,Tuesday,16,Hit object,Single Vehicle,151.8908774,-25.60314632,Isis Hwy,,Isis Highway (Biggenden - Coalstoun Lakes),Coalstoun Lakes,North Burnett Region,4621,Biggenden,Wide Bay Burnett,North Coast,Southern,Southern Queensland,Gayndah - Mundubbera,Burnett,Wide Bay,Outer Regional,Callide,Flynn,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Curved - view open,Level,804,Off Path-Curve: Off Cway Lt Bend Hit Obj,Off carriageway on curve hit object,S,0,1,0,0,1,1,0,0,0,0,0,0
200437,Hospitalisation,2021,May,Sunday,3,Hit object,Single Vehicle,151.9768764,-25.58444733,Isis Hwy,,Isis Highway (Biggenden - Coalstoun Lakes),Biggenden,North Burnett Region,4621,Biggenden,Wide Bay Burnett,North Coast,Southern,Southern Queensland,Gayndah - Mundubbera,Burnett,Wide Bay,Outer Regional,Callide,Flynn,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Darkness - Not lighted,Curved - view open,Level,803,Off Path-Curve: Off Cway Rt Bend Hit Obj,Off carriageway on curve hit object,S,0,1,0,0,1,1,0,0,0,0,0,0
200550,Hospitalisation,2021,February,Tuesday,23,Hit object,Single Vehicle,152.1413472,-26.88792035,D'Aguilar Hwy,,D'Aguilar Highway (Kilcoy - Yarraman),Benarkin,South Burnett Region,4306,Blackbutt,Darling Downs,Southern,Southern,Southern Queensland,Nanango,Burnett,Wide Bay,Outer Regional,Nanango,Maranoa,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Darkness - Not lighted,Curved - view open,Level,803,Off Path-Curve: Off Cway Rt Bend Hit Obj,Off carriageway on curve hit object,W,0,1,0,0,1,1,0,0,0,0,0,0
200551,Hospitalisation,2021,February,Monday,18,Angle,Multi-Vehicle,152.1035629,-26.88430393,Douglas St,,,Blackbutt,South Burnett Region,4306,Blackbutt,Darling Downs,Southern,Southern,Southern Queensland,Nanango,Burnett,Wide Bay,Outer Regional,Nanango,Maranoa,Locally-controlled,Intersection - Cross,Give way sign,0 - 50 km/h,Sealed - Dry,Clear,Dawn/Dusk,Straight,Level,101,Veh'S Adjacent Approach: Thru-Thru,Intersection from adjacent approaches,S,0,3,0,0,3,2,0,0,0,0,0,0
207508,Hospitalisation,2021,April,Monday,12,Hit object,Single Vehicle,152.0521213,-26.05892934,Burnett Hwy,,Burnett Highway (Goomeri - Gayndah),Boonara,Gympie Region,4601,Goomeri,Wide Bay Burnett,North Coast,Southern,Southern Queensland,Kilkivan,Gympie - Cooloola,Wide Bay,Outer Regional,Nanango,Wide Bay,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Curved - view open,Level,803,Off Path-Curve: Off Cway Rt Bend Hit Obj,Off carriageway on curve hit object,S,0,1,0,0,1,1,0,0,0,0,0,0
207509,Medical treatment,2021,April,Wednesday,16,Fall from vehicle,Single Vehicle,152.134594,-26.08298255,Kilkivan - Tansey Rd,,Kilkivan - Tansey Road,Cinnabar,Gympie Region,4600,Kilkivan,Wide Bay Burnett,North Coast,Southern,Southern Queensland,Kilkivan,Gympie - Cooloola,Wide Bay,Outer Regional,Nanango,Wide Bay,State-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Dawn/Dusk,Curved - view obscured,Grade,805,Off Path-Curve: Out Of Control On Cway,Out of control on curve,W,0,0,1,0,1,0,1,0,0,0,0,0
207510,Hospitalisation,2021,April,Friday,16,Sideswipe,Multi-Vehicle,151.9729813,-25.94570933,Booubyjan Rd,Burnett Hwy,Burnett Highway (Goomeri - Gayndah),Booubyjan,Gympie Region,4601,Goomeri,Wide Bay Burnett,North Coast,Southern,Southern Queensland,Kilkivan,Gympie - Cooloola,Wide Bay,Outer Regional,Nanango,Wide Bay,State-controlled,Intersection - T-Junction,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Straight,Grade,506,Veh'S Overtaking: Overtake-Right Turn,Overtaking same direction,W,0,1,0,0,1,0,0,2,0,0,0,0
207511,Medical treatment,2021,May,Sunday,6,Hit object,Single Vehicle,152.0698038,-26.25409532,Burnett Hwy,,Burnett Highway (Nanango - Goomeri),Barambah,Gympie Region,4601,Goomeri,Wide Bay Burnett,North Coast,Southern,Southern Queensland,Kilkivan,Gympie - Cooloola,Wide Bay,Outer Regional,Nanango,Wide Bay,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Curved - view open,Grade,805,Off Path-Curve: Out Of Control On Cway,Out of control on curve,N,0,0,1,0,1,1,0,0,0,0,0,0
207512,Hospitalisation,2021,May,Wednesday,7,Hit object,Single Vehicle,152.0327232,-26.14777315,Goomeribong Rd,,,Goomeribong,Gympie Region,4601,Goomeri,Wide Bay Burnett,North Coast,Southern,Southern Queensland,Kilkivan,Gympie - Cooloola,Wide Bay,Outer Regional,Nanango,Wide Bay,Locally-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Curved - view obscured,Grade,803,Off Path-Curve: Off Cway Rt Bend Hit Obj,Off carriageway on curve hit object,W,0,1,0,0,1,0,0,0,1,0,0,0
207513,Hospitalisation,2021,May,Saturday,12,Hit object,Single Vehicle,152.0719268,-26.19991059,Burnett Hwy,,Burnett Highway (Nanango - Goomeri),Goomeri,Gympie Region,4601,Goomeri,Wide Bay Burnett,North Coast,Southern,Southern Queensland,Kilkivan,Gympie - Cooloola,Wide Bay,Outer Regional,Nanango,Wide Bay,State-controlled,No Roadway Feature,No traffic control,80 - 90 km/h,Sealed - Dry,Clear,Daylight,Curved - view open,Level,201,Veh'S Opposite Approach: Head On,Head-on,N,0,1,0,0,1,1,1,0,0,0,0,0
207514,Hospitalisation,2021,May,Monday,17,Hit animal,Other,152.0503942,-26.35550396,Burnett Hwy,,Burnett Highway (Nanango - Goomeri),Barambah,Gympie Region,4601,Goomeri,Wide Bay Burnett,North Coast,Southern,Southern Queensland,Kilkivan,Gympie - Cooloola,Wide Bay,Outer Regional,Nanango,Wide Bay,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Darkness - Not lighted,Straight,Level,609,Pass & Misc: Hit Animal,Hit animal,S,0,1,1,0,2,1,0,0,0,0,0,0
207515,Hospitalisation,2021,June,Friday,7,Hit object,Single Vehicle,152.0612102,-26.1515387,Burnett Hwy,,Burnett Highway (Goomeri - Gayndah),Goomeri,Gympie Region,4601,Goomeri,Wide Bay Burnett,North Coast,Southern,Southern Queensland,Kilkivan,Gympie - Cooloola,Wide Bay,Outer Regional,Nanango,Wide Bay,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Curved - view open,Grade,803,Off Path-Curve: Off Cway Rt Bend Hit Obj,Off carriageway on curve hit object,S,0,2,0,0,2,1,0,0,0,0,0,0
213713,Hospitalisation,2021,January,Thursday,8,Angle,Multi-Vehicle,152.5919363,-25.34866138,Bruce Hwy,Gympie St,Bruce Highway (Maryborough - Gin Gin),Torbanlea,Fraser Coast Region,4662,Howard,Wide Bay Burnett,North Coast,Southern,Southern Queensland,Burrum - Fraser,Maryborough,Wide Bay,Inner Regional,Maryborough,Hinkler,State-controlled,Intersection - T-Junction,No traffic control,100 - 110 km/h,Sealed - Wet,Raining,Daylight,Straight,Grade,202,Veh'S Opposite Approach: Thru-Right,Opposing vehicles turning,W,0,1,0,0,1,2,0,0,0,0,0,0
213714,Medical treatment,2021,February,Thursday,16,Rear-end,Multi-Vehicle,152.6352733,-25.36224939,Churchill Mine Rd,,,Burgowan,Fraser Coast Region,4659,Howard,Wide Bay Burnett,North Coast,Southern,Southern Queensland,Burrum - Fraser,Maryborough,Wide Bay,Inner Regional,Maryborough,Hinkler,Locally-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Unsealed - Dry,Smoke/Dust,Daylight,Straight,Level,301,Veh'S Same Direction: Rear End,Rear-end,W,0,0,1,0,1,4,0,0,0,0,0,0
213715,Medical treatment,2021,March,Sunday,11,Fall from vehicle,Single Vehicle,152.5562536,-25.32442715,Bruce Hwy,,Bruce Highway (Maryborough - Gin Gin),Howard,Fraser Coast Region,4659,Howard,Wide Bay Burnett,North Coast,Southern,Southern Queensland,Burrum - Fraser,Maryborough,Wide Bay,Inner Regional,Maryborough,Hinkler,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Wet,Raining,Daylight,Straight,Level,201,Veh'S Opposite Approach: Head On,Head-on,S,0,0,1,0,1,1,1,0,0,0,0,0
213716,Hospitalisation,2021,March,Sunday,19,Rear-end,Multi-Vehicle,152.6111063,-25.40401439,Bruce Hwy,Top Rd,Bruce Highway (Maryborough - Gin Gin),Duckinwilla,Fraser Coast Region,4650,Howard,Wide Bay Burnett,North Coast,Southern,Southern Queensland,Burrum - Fraser,Maryborough,Wide Bay,Inner Regional,Maryborough,Hinkler,State-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Darkness - Not lighted,Straight,Level,301,Veh'S Same Direction: Rear End,Rear-end,N,0,1,0,0,1,2,0,0,0,0,0,0
213717,Hospitalisation,2021,May,Sunday,8,Hit object,Single Vehicle,152.5560853,-25.31216038,Tremlin Dr,,,Howard,Fraser Coast Region,4659,Howard,Wide Bay Burnett,North Coast,Southern,Southern Queensland,Burrum - Fraser,Maryborough,Wide Bay,Inner Regional,Maryborough,Hinkler,Locally-controlled,No Roadway Feature,No traffic control,60 km/h,Unsealed - Dry,Clear,Daylight,Straight,Level,704,Off Path-Straight:Right Off Cway Hit Obj,Off carriageway on straight hit object,E,0,1,0,0,1,0,0,0,0,0,0,1
213718,Medical treatment,2021,May,Thursday,15,Angle,Multi-Vehicle,152.5642343,-25.32182938,George St,Spring St,,Howard,Fraser Coast Region,4659,Howard,Wide Bay Burnett,North Coast,Southern,Southern Queensland,Burrum - Fraser,Maryborough,Wide Bay,Inner Regional,Maryborough,Hinkler,Locally-controlled,Intersection - Cross,No traffic control,0 - 50 km/h,Sealed - Dry,Clear,Dawn/Dusk,Straight,Level,101,Veh'S Adjacent Approach: Thru-Thru,Intersection from adjacent approaches,,0,0,1,2,3,2,0,0,0,0,0,0
